100	79	100	79	79	79	59	79	79	79	100	121	121	121	121	121	121	-2580	-2580	-2580	-2580	-2580	-2580	-2580	
79	59	79	79	79	59	59	79	79	79	100	121	121	121	121	100	100	-2580	-2580	-2580	-2580	-2580	-2580	-2580	
79	79	79	79	79	79	59	79	79	79	79	100	100	100	100	100	100	79	79	-2580	-2580	-2580	-2580	-2580	
79	59	59	79	79	59	59	79	79	79	79	100	100	100	100	100	100	100	100	-2580	-2580	-2580	-2580	-2580	
79	59	59	59	59	59	59	79	59	79	79	100	79	100	100	100	100	100	79	79	-2580	-2580	100	-2580	
59	59	59	59	59	59	59	79	59	79	79	79	79	79	79	79	79	79	79	79	100	100	100	121	
59	59	59	59	59	59	59	59	59	59	59	39	39	39	39	59	59	59	79	79	100	121	121	121	
59	59	59	59	59	59	59	59	39	39	39	19	19	19	19	39	39	39	59	79	100	100	121	121	
59	59	59	59	59	59	59	59	39	39	19	19	19	19	19	19	19	39	79	100	100	121	121	142	
59	59	59	59	59	59	59	59	39	39	19	19	19	0	19	19	39	59	79	100	100	121	142	142	
79	79	59	59	59	59	59	59	39	39	19	19	19	19	19	19	19	39	79	100	121	121	142	142	
79	79	79	79	59	59	59	39	39	39	19	19	19	19	19	19	19	19	39	79	100	121	142	142	
79	79	79	79	59	59	59	59	39	39	19	19	19	19	19	0	19	0	39	59	79	100	121	142	
79	79	79	79	59	59	59	39	39	19	19	19	0	0	19	0	0	0	19	59	79	100	121	142	
79	79	79	79	59	59	59	39	39	39	19	19	19	19	19	0	0	0	19	79	79	100	121	142	
79	79	79	79	79	59	59	59	39	39	19	19	19	19	19	0	0	0	0	100	100	121	142	142	
59	79	79	79	59	59	59	59	39	39	19	19	19	19	19	0	0	0	0	121	121	142	142	142	
59	79	79	79	59	59	59	59	39	39	19	19	19	19	19	0	19	19	19	100	100	121	142	142	
59	59	79	59	59	59	59	59	39	39	39	19	39	19	19	19	19	39	39	59	79	121	121	121	
59	59	59	59	59	59	59	59	39	39	39	39	39	39	39	19	39	39	39	59	79	100	100	121	
59	59	59	59	59	59	59	59	59	39	39	39	39	39	39	19	39	39	59	59	59	79	100	100	
59	59	59	59	59	59	59	59	39	39	39	39	39	19	19	39	39	59	59	59	59	79	79	79	
59	59	59	59	59	59	59	59	59	39	39	39	39	39	39	39	39	59	59	39	39	59	79	79	
59	59	59	59	59	59	59	59	39	39	39	39	39	39	19	19	39	59	39	39	39	59	59	59	
