-2580	-2580	-2580	163	163	163	163	163	-2580	-2580	-2580	-2580	-2580	-2580	-2580	-2580	79	79	79	59	59	59	79	79	
163	163	163	163	163	185	185	163	163	163	-2580	-2580	-2580	-2580	-2580	79	79	79	79	79	59	79	79	79	
163	163	163	163	185	185	185	185	185	163	185	-2580	-2580	-2580	-2580	142	121	100	79	79	79	79	79	79	
163	163	163	163	185	185	208	185	185	185	185	-2580	-2580	-2580	-2580	142	100	79	79	79	79	79	79	79	
163	163	163	163	163	185	185	163	163	163	163	-2580	-2580	-2580	79	79	100	100	79	79	100	100	100	100	
163	163	163	163	163	185	185	163	163	163	142	142	59	59	79	79	79	100	100	100	100	100	100	100	
163	163	163	163	185	208	185	185	163	142	100	79	59	59	59	79	79	79	79	79	100	100	100	121	
163	163	163	163	185	208	185	163	121	79	79	59	39	59	59	59	39	59	79	79	79	100	100	100	
163	163	163	163	185	208	163	142	100	79	59	39	39	39	39	39	39	59	59	79	79	79	79	100	
163	163	163	163	163	185	142	79	59	59	39	39	39	39	39	19	19	39	39	59	79	79	79	100	
208	163	163	163	163	121	59	59	59	39	39	19	19	39	19	19	19	39	39	59	59	79	79	79	
163	163	142	142	142	79	59	39	39	39	39	39	39	39	39	19	39	39	39	59	59	59	59	79	
163	163	163	163	163	79	0	19	19	39	19	19	39	39	39	39	39	39	59	59	59	59	59	79	
163	163	163	163	163	100	19	19	19	39	19	19	39	39	39	39	39	39	39	59	79	79	59	79	
121	142	142	142	142	79	59	19	19	19	19	19	39	39	39	39	39	39	39	39	39	39	59	59	
100	121	121	142	100	79	59	39	39	39	19	19	39	39	39	39	39	59	59	59	59	59	59	59	
59	79	100	100	79	59	59	39	39	19	19	39	39	39	39	39	39	59	59	59	59	59	59	59	
59	79	100	100	79	59	59	39	39	19	39	39	39	39	59	39	39	59	59	59	59	59	59	59	
59	79	79	79	79	59	59	59	39	39	39	39	39	39	59	39	39	59	59	59	59	59	59	59	
59	59	79	79	59	59	59	59	59	59	59	59	59	59	59	59	19	59	59	39	39	59	59	59	
59	39	59	59	59	59	59	59	59	59	59	39	59	59	59	19	19	59	59	59	39	39	59	59	
39	39	39	39	39	59	59	59	59	39	39	39	59	59	59	59	59	59	59	59	39	39	59	59	
39	39	39	39	59	39	59	59	59	39	39	59	59	59	59	59	59	59	59	59	39	39	39	39	
39	39	39	39	39	39	59	59	59	59	59	59	59	59	59	59	59	59	59	39	39	39	39	39	
